message_clean,sentimen
paling engood tidakmeak isayaa main,negative
iklan nya sintidakirin tidak loudly crying face loudly crying face loudly crying face,negative
lalu biarlah berlalu sekarang lh saatnya evos is bakk langsung tlph kata adeh,neutral
info loker,neutral
gimmick hadiah,negative
let s go alter ego,negative
pemenang,positive
alter ego onic boom,negative
alter ego bismilah,negative
grand finals rrq sepi tertawatertawa,neutral
onik ayam,positive
jam njir,negative
nungood tidakmeu jm anying blm mulai,negative
muani mas amba nerd face,neutral
kalau lama suruh bapa lu bikin acara sendiri,neutral
mas cen buntidakuk,neutral
filing ku alter ego beruntung hari,negative
onik vs auterigo,neutral
folded hands,negative
alter ego menang,negative
kongdom nangis aja goa sana,negative
bubar buang kuota mau magrib baru main,negative
besok mulainya nih,negative
jeje offlen pindah sini,negative
info loker pak,neutral
udahlah onic menang cabut kelen,negative
seru si tapi sorry alter ego piala mpl buat onic,negative
alter ego m jir lah,negative
mn,positive
alter ego go go goo,negative
semotidak rrq menang amin,negative
ptg start,neutral
yohh lamaa,negative
good tidakme alter ego,positive
katanya rrq sekarang beli pemain kamboja,neutral
menang onic,positive
letsgo onic letsgo alter igo,neutral
goonikk,positive
alterego go go,negative
kementidakn tipis,negative
jam berpa main nya ni,negative
fungsi iklan,negative
udh inimah onic menang,positive
b,negative
oii tidaks laa,negative
bla bla ble ble blu blu,negative
dentidakn pd katakan dunia evos is bakk,negative
ayolaah kasi piala mpl alter ego,neutral
semotidak rrq menang,negative
onic,positive
alter ego kalah,negative
apasih kongdom cat with tears of joy cat with tears of joy,neutral
lokal,negative
its onic tkme,negative
onic,positive
kaya tlph,positive
mikin bisir tim mikin binyik pingisik,neutral
langsung bnyk orng fomo dukung onic,neutral
main pukul sore,neutral
mau menang grand final brp match,neutral
kingdom tidak main,positive
benget sia edoy,negative
alter ego go go goo,negative
albert berat pungood tidakmeung,negative
semantidakt buat kedua tim kasih perlawanan asik buat tonton,positive
mulai bawa piala karat m,neutral
kongdom,positive
apalah,positive
alter ego goo juaranya,negative
bilang mpl sepi rrq kata menghibur kingdom goa kocak badut rolling on the floor laughing rolling on the floor laughing rolling on the floor laughing,neutral
lama beud,negative
u onic,positive
onic,positive
bismillah semotidak rrq menang,neutral
sekolah batidakiman besok sekolah apa gua betidakdang aja kaliya tapi terlambat ahh strees,negative
hidup onic time,positive
adu penalti aja,negative
les go,positive
evos main jam brpa,neutral
mseven,positive
bismillah alter ego,negative
gope nih gua king onic,positive
evos punya m,neutral
mikin bisir tim mikin binyik pingisik,neutral
go go go alter ego,negative
onic go go go go,positive
tetap lah rrq jantidakn pindah,positive
apa hp layar smooth mabar makin good pake tidaklaxy s fe dapetin total bonus hingood tidakmea juta pake kode promo mtolongf beli sekarang bit ly sfexmtolong,neutral
yy,positive
rrq besok,negative
alter egoo letsgoo,positive
evos udah juara tlol,neutral
prediksi skor,positive
kasih aja piala trophy trophy nya ecvos face with tears of joy,neutral
rrq tim cari cuan bukan juara tidakes yaa,negative
gope nih gua king onic,positive
onic time onic time,positive
grand final brroo,neutral
rrq malter egon jam berapa moai,neutral
mau liat nino antidakat piala tolongs semotidak alter ego menang aminn,negative
ppq mana kok tidak,negative
lama lama lamma,negative
raised fist red apple m rning sun jantidakn lupa bertekuk lutut tuhan intidaktlah tuhan sesungood tidakmeuhnya tidaklah berpenglihatan layaknya makhluk tuhan ciptakan ketahuilah apa diperdebatkan,negative
onic lg nih menang,positive
finalnya rrq v evos,neutral
ketahuilah jantidaknlah lupa mentidakaji al qur an karna al qur an kamus rumus mengharapkan keridhoan kehidupan person turquoise waving speech,neutral
tarohan jt gua onic,negative
kasih alter ego aja lh boss kasian,negative
alter ego mengukir sejarah,negative
toll,negative
alter ego landak,negative
kasih alter ego pialanya onic dh bnyk woii,negative
ererki tim cari cuan bukan juara tidakes yaa,negative
go go go onic,positive
dukung alter ego,positive
evos is back,negative
bismillah onik,positive
ererki malter egon jam bro match,neutral
alter ego juara nih boss,negative
lets go alter ego,negative
navi,positive
rrq main jam malem,neutral
penuhi komentar dentidakn alter ego,negative
juta gue alter ego,negative
alter ego menjadi juara season petidakng omontidakn w,neutral
yokk alter ego,negative
full respect alter ego juara aamiin,positive
alter ego go go home,negative
rrq menungood tidakmeu m,negative
evos lgi sedih,negative
go go onik,positive
tidakya banget juta,negative
ererq tim cari cuan bukan juara tidakes yaa,negative
gw sonic tapi pengen alter ego juara,negative
lohh jam mau nungood tidakmeu adehh,negative
rrq jaya jaya jaya,positive
oke dahh,negative
karna udh bosen menang terus winking face with tongue,negative
dikit,positive
alter ego skylar pentidakruh buruk,negative
woww,positive
tertawaw evos is bakk katanya bre,neutral
alter ego mode ngemis piala onic,negative
evos is turu,neutral
jeeti boss,negative
semantidakt onic,negative
walupun alter ego tidak menang penting alter ego mewakili indonesia m,neutral
vivaa rrq,neutral
kingdomm larang liat takut iri face with open eyes and hand over mouth,negative
kasih aja pialanya king onic,neutral
onic masuk goa inimah,positive
lah,positive
guys ketik buat onic,neutral
onic alter ego,positive
onik menang aduh kebelet ekek,negative
rrq main jam bfp,neutral
katidakk banget bang lewat jalur snbt loudly crying face rolling on the floor laughing,negative
tidaks,negative
alterego,negative
sana dulu deh oknum,negative
onic dah banyak pialanya ntidaklah lah sama zero piala,negative
b,negative
goo onic,positive
rrq tetap terbaik,positive
lebih hina bintang,negative
dewa united,positive
onic final batidakikan real madrid ucl broowe,neutral
bo brp guys,negative
season juara baru biar seru,positive
bismillah alter ego champion,neutral
karltry ketawain alter ego sama btr pas live,negative
sumpehh,negative
ayo dukung alter ego,negative
onic timee,positive
air air apa ngood tidakmeak lolos play off air air qyu tertawatertawakw,neutral
rrq jam berapa main,negative
dentidakn pd katakan dunia evos is bakk bukan gimana yah tapi malu loh face blue smiling,negative
bismillah menang yok onic,positive
winking face with tongue,positive
hizumeengood tidakme,negative
bismillah onic champion,positive
kata gua mah,negative
rrq apalah suruh rinz jadi pembantu gh aja jir,negative
go go go onic,positive
bissmillah alter ego,negative
spam,negative
its onic time onic time,negative
rrq lawan evos jam,negative
lama yapping mulu,negative
onic gogogo,neutral
o,positive
lestgoo onic,positive
skyler mau bwa onic runner up apa juara,neutral
alter ego letsgoo alter egoe,negative
mau taruhan,neutral
aja hina rrq padahal timnya jutidak pulang,negative
alter ego,negative
evos kalah tidak lolos rrq disalahin tertawakw,negative
kayak nya,positive
masi lama ege,negative
cepe dah cepe lu tidak punya mah gw alter ego lu onic,negative
onic backhand index pointing down winking face with tongue,positive
klip karltzy ketawain tim indo pas alter ego vs btr live,neutral
gua kingdom tapi pengen lihat alter ego juara,negative
evos tidak pulang bg evos nungood tidakmeu goa,negative
come on alter ego,negative
gua sonic tapi kasih buat alter ego lah biar koh delwyn nanges,neutral
iklas gw klau alter ego juara,negative
semotidak alter ego jadi juara mpl s,neutral
cocok buat evos karna udah kali tertawaw,positive
ah msh lama,negative
minimal full indo cil,neutral
lama mpl,negative
hemm,positive
btr downcast face with sweat,neutral
stop normalisasikan antidaka,negative
sangihe onic,neutral
apa spam kelen jutidak udh pulang goa,negative
sayonara,positive
karbitan merajalela,negative
rrq tidak undang m,negative
mabar ayo gua goldlane,positive
alter ego badut mpl,negative
ayo bang taruhan yok mumpung belum main gw metidakng alter ego,negative
tar kesini msh lama,negative
onic sllu hati,positive
solo kill,positive
percaya lah onic sprti evos m juara lalu bnyk pensiun,positive
onik mah juaranya,positive
ayo mabar,negative
fans onic siapa menang respec penting bawa m,neutral
letss goo onic,negative
onic udh jelas,positive
let s goo alter ego,negative
onic juara berkali kali karna ph nya coba full indo jadi ampass,positive
onic,positive
good tidakme alter ego onic,negative
onic sepele,negative
alter egoe,negative
udh jls sonic mah klw main lettidakme kalah,neutral
kok rrq masuk goa squinting face with tongue rolling on the floor laughing,neutral
undur terus ampe lebarann,negative
ngespam bocil doang kebelet tenar,negative
onic masuk goa,positive
m tidaktidakl ply,negative
goo onikk,positive
habibat asli rrq g upss,neutral
rrq mode jalur undantidakn mentidakcak acak tim ph camkan smiling face with horns,neutral
alter ego positive,positive
main jam lame,positive
goa goa,positive
mimpii,positive
caperr,negative
kingdom dilarang nonton sakit hati,negative
fans onic siapa menang respec penting bawa m,neutral
yuk alter ego,negative
tertawa tidak sadar brapa kali,negative
ppq,positive
letssgoo onic alter ego kalahh,negative
well well well,negative
bawa r indonesia loudly crying face loudly crying face,negative
ererq mpl champion m,neutral
evos isbek,negative
hijume on fire sekarang,positive
woyy blm mulai kann yaa,negative
alter ego kalah,negative
yareu,positive
bawa m ka indonesia memang m nya,positive
kebanyakan iklan acra tidak penting mpl org cmn mau nnton pertandintidaknny bdok,negative
yare,positive
menuu uara,positive
evos jam brpa,negative
raja langit juara tidak kyk raja lokal,neutral
tim masuk goa rapat,positive
rrq tim terbaik indonesia,positive
yareu mukbang rrq,neutral
sapa menang lawan rrq final of final,neutral
rrq jam brpa,positive
yukk tidakass tidakme,negative
evos main jam brp btw,neutral
alter ego gogogoo,negative
m juara bawa pialanya indoesia tolongs,neutral
rrq udh nungood tidakmeu m,negative
onic defending champion,neutral
lama anjii,negative
bilang fkk,negative
rrq main fun match,positive
menuu juara face blue smiling,positive
rrq jam berapa main rolling on the floor laughing,neutral
tetep aja viral hesteg,negative
tidak rrq tidak makan,negative
rrq jam brp,positive
eposs,positive
gua dukung alter ego,neutral
all in onic moai,positive
eposs goo goo,positive
m hidup tertawa,positive
onik vs krocoo,neutral
evos jam brp main,neutral
mending mancing roblox nungood tidakmeu,neutral
rrq skarenag sekelas rebelion,neutral
onic mah menang fix,positive
face blue spam shape,negative
rrq beras,negative
kuncinya jantidakn lepas lapu lapu buat onic bkalan jadi badut tu onic,negative
eh buset,negative
epos is bakhh,positive
alamak nungood tidakmeu,negative
jam,positive
sekali evos is back tertawatertawa,neutral
rrq udh nungood tidakmeu super grand final,neutral
alter egoo mana suaranya,negative
bawa pialanya indonesia tolongs jng kecewain yah,negative
siapa kitee,neutral
epos isbak,negative
santapan ph,positive
skylar beban,neutral
bismillahirrahmanirrahim onic juara,positive
volcano green lava orange,positive
msh lama,negative
emg rrq jualan beras cat with tears of joy,neutral
backhand index pointing down squinting face with tongue backhand index pointing up,neutral
evos is bakk kokop mic,negative
is back,neutral
lesgioo,positive
eeppoossass iss baakk,positive
eposh esbakhh,negative
aw,positive
al in alter ego,negative
grand final langsung ntidakntidakat piala bang,neutral
koh delwyn nonton stage,negative
epis ez back,positive
koh delwyn blm live,negative
mau onic alter ego pokoknya indo usahakan bw piala m,neutral
epos is back goa,negative
jam lgi,positive
rrq ap,negative
masa lawan chicken,neutral
bocil bocil komen,negative
alter ego juara kayanya,positive
langsung,positive
koh delwyn g live,neutral
allah menantidakan alterego,negative
sekali msuk m series tpi lgsg juara evos kelass tidak tuhh face with tears of joy,neutral
rrq ko tidak masuk tertawatertawa,negative
epos es baakk,positive
epos bakhh goa,positive
poke,positive
alter ego mode serius jangn main,negative
evos kok tidak masuk,negative
takut ha akunnya hilang lgi,negative
m yareuu,positive
ez back cat orange whistling,neutral
epos bakk,positive
al in onik,negative
egpos isbakk,neutral
evos rrq,neutral
bismillah go go onic palms up together,positive
evos kok jadi badut,negative
by one id,neutral
balik lg nnt,positive
dukung onic kumpul,positive
evos back,negative
epos kontlo,negative
gwe mau liat ko delwyn nangiss go alter ego go hhahahahahaha,negative
mau masuk m mimpi vos,neutral
cepet babget final nya bowok,neutral
epos isbakk,negative
onic juaraa,positive
udah rb aja nonton,negative
apasi bawa bawa rrq,neutral
onic behaa,negative
mainnya malam mah grinning face with sweat,positive
rrq kapan main bang,positive
yoo onic siap juara menantidakan m lesgoo onic,positive
alter ego menang nihh,negative
grand final langsung ntidakntidakat piala,neutral
by one cok id gw,neutral
onic menang,positive
mana skin grager m nya pos hero kok granger only,neutral
tuhan yesus semotidak alter ego menang amin folded hands,negative
hujan guys,negative
rrq mobile legendsu kena butuh beraskah,neutral
borrq,negative
jt gue alterego,negative
onic lahh,positive
viva onic,positive
lama jembot,negative
tebak sekor,negative
ascchanell jt doank yauda tidakpapa gw alter ego tidakss,negative
hujan,positive
bocil epos ramein predator dong evos valo mau mulai ni,negative
lama jumpboat,positive
semua spam tlph,negative
bismillah ererqi,positive
onic,positive
sepi kali wee moai,positive
ayuh onic tunjukkan taringmu juara go onic,positive
yok jt gw alter ego,negative
onic lokal,positive
evos,negative
alter ego juaraa kayanyaa,positive
nanya jam berapa main jam,neutral
alter ego juara tahun,negative
tandain gua kalah alter ego,negative
halo tidakess,negative
weh m ges,neutral
rrq menang beaming face with smiling eyes,neutral
ayo rank match,positive
metidakng alter ego kirim sosmed,negative
onic menangood tidakme,neutral
alter ego go go go,negative
ad,negative
rrq malter egon jam berapa,neutral
prr,positive
gua mm,negative
jam main kya nya,positive
predator tidakming indo dulu evos mau mainn,negative
juara baru alter ego,negative
buat onic ntidaklah kasih piala mpl buat alter ego kalian piala m aja,negative
inpo rank,negative
alter ego juara st place medal amiin,positive
mau manapun juara mpl tetep ph juara m,neutral
rrq main jam barapa,neutral
geta aja bintangnya enam masa onic cuma satu clown face,negative
rrq main tentidakh malem tungood tidakmeuin aja,negative
evos main jam brp,neutral
pengen lihat juara baru alteregoo,neutral
sok sok an taruhann kok sini cuma tulisan doang jt jt tulisann doang,negative
alter ego juara trophy,neutral
super biji badag,neutral
kiboy kalau serius hero nya apa,negative
jam limakk,positive
gw alter ego seribu lawan,negative
yok alter ego bawa piala mpl onic bawa piala m,neutral
rrq raja kok tidak lolos play off huahahaha,negative
hem,positive
rrq main dalem goa,positive
layla bini ge jir,neutral
main nya jam berapa,negative
lamaa oii,negative
evos cm jadi badut,negative
semotidak alter ego,negative
kok tidak awl,negative
evos jam brp,negative
kingdom mana suaranyaa,neutral
onic badut,neutral
goo onic,positive
evos jam brpa,negative
evos kok ngebadut,negative
geta aja bintangnya enam masa onic cuma satu ucapan salah satu clown face,neutral
kingdom tidak ajak,negative
kak awl mana,negative
onic juara gw tidur nyenyak,positive
alter ego sii,negative
rrq djuara,positive
lamanyo moai,neutral
alter ego juara gua jalan tidak pake baju jam siang,negative
aduhh bacotnya,negative
dentidakn kesadaran penuh hatiku tetap sama onic onic onic,negative
letsgo liquid,positive
inpo nomor hk,negative
rrq kpn main,neutral
banyak omong,negative
jt buat onic semotidak menang,negative
tertawa kingdom keluar goa buat yaping evos kalah doang face with tears of joy face with tears of joy face with tears of joy,positive
onic menang gua kayang,positive
lestgo liquid,positive
evos kok badut,negative
komen banyak kongdom sakit hati,negative
goo rrq,positive
guys tau saluran wa mobile legendsbb ditutup,neutral
love you gesture backhand index pointing down,positive
go go bude,neutral
kecewa onic,negative
epos juara,negative
ayo alter ego reput piala mpl,neutral
yok alter ego sonic internasional thumbs up,neutral
onic runner up,neutral
onic menang,positive
evos cbg cuma granger,negative
raja badut,neutral
taruhan sini mau tidak,negative
tes kesabaran admin,negative
alter egoo,negative
rrq raja setidakla raja ngood tidakmek sih,negative
lama kuota gua keburu abis,negative
lets goo barcelona,positive
permalukan oninc,negative
onic mode grand final ngeri,neutral
rrq no conter,negative
pulang kaan onic,neutral
saluran mobile legendsbb wa tutup woy,neutral
onic juara aminn,positive
rrq kapn main,positive
alter egoe,negative
alter ego juara besok gua masuk kerja,neutral
alter ego go go go go,negative
gw alter ego,negative
lah onic lu piala dah banyak kasih dong alter ego aja,negative
good tidakme epos,negative
lunox anak gs,negative
alter ego,negative
jadwal evos kapan,neutral
ucok lubis barges,negative
lestgo alter ego,negative
gilaa sanz,positive
belum mulai ternyata maklum baru nonton rrq valoran antidakat piala,negative
lama,negative
goo oniic,positive
epos ikut masuk goa,positive
semotidak alter ego mengukir sejarrah,negative
evoss manaa bangood tidakme,negative
kok sepi yah,negative
badut,negative
tidakndeng lah,negative
tidaktidakl m ahh evos,negative
alter ego mengukir sejarah,negative
ayo onic bikin nino nangis tertawatertawa,neutral
sholat dulu,neutral
epos kpn main,negative
cuma indo grand final lama lamain semua indo ntidakretin kocak,negative
slesai tuh onic,negative
gelo layla,positive
onic time ficks,positive
let s go alter ego bren,neutral
sama goa tidakusah debat tertawatertawa,neutral
alter ego juara gue uninstall tidakme beaming face with smiling eyes,negative
animasi keren,positive
rrq kan rajanya jadi suka suka mau lolos tidak beaming face with smiling eyes,positive
biasakan memangood tidakmeil rinz dentidakn sebutan king,negative
spam ntidakpain cil masuk goa jutidak nya,negative
gua evos fams dukung alter ego hand pink waving,neutral
kok kalah sih layla pleading face sama alfa,negative
onic bismillah,positive
biasakan memangood tidakmeil rinz dentidakn sebutan king,negative
alter egoo go go goo,neutral
yok yok,neutral
kapan final evos vs rrq,neutral
lamo,positive
petidakng perkataan gw alter ego ntidakntidakat pialanya,negative
gua rrq dukung onic,neutral
berikan terbaik alter ego kudukung selalu semotidak menang,negative
oonniicc,positive
alter ego onic,negative
kalau prediksi ku menang alter ego,neutral
evos dukung alter ego tandanya tidak terima tertawatertawa,negative
welcam tuh epos ribzz,negative
buja g,neutral
ayo onic,negative
jam kli,neutral
go go go alter ego,negative
piks onic menangood tidakme,negative
rrq kapan main bang gw mau liat rrq juara malam hari bismillah,positive
alter ego kalah,negative
ppk,neutral
tidaks alter ego salam dri evos semotidak juara baruu aminn,neutral
onic kalh gw push up kali tertawatertawa,neutral
gogogogogoogogogoalterego,negative
onic afk aja siksa,negative
rrq goo,positive
bismillah alter ego juara jantidakn onic mobile legendsu bosen jijik gua tertawaw,negative
welcom tuh onic rinzz mahall,positive
mampus egood tidakmepos kalah tertawaktertawaw,negative
alter ego lose,negative
tidak level spam cil balik goa jutidak,positive
alter ego siap kalah lawan king onic,negative
rrq juaraa,positive
saatnyabalas dendam,negative
alter ego siap mentidakcak acak sonic,negative
rrq kapan main bang gw mau liat rrq juara hari bismillah yuk temen,positive
mcgood tidakme serius turnamen,neutral
bnn,positive
onic,positive
alter ego menang gua kayang,negative
req main jam berapa,negative
welcome to onic rinz,positive
udh intinya tidak rrq tidak evos sama badut mending diem,negative
siapapun juaranya bawa pulang m indonesia,positive
gue onic tapi alter ego,negative
pikir cr,negative
all in alter ego nino bukan pens,negative
rrq main jam yah adik adik,neutral
uzb text green tidakme over,negative
alter ego go,negative
oniq kalah gua live colmek,negative
ayos alter ego muak juara nya onic evos rrq aja paling liquid s,positive
woi sapa gua dong ges,neutral
winking face with tongue backhand index pointing up,neutral
hejin jahat sama mingcun,negative
udah gf,negative
langsung aja kasih king onic pialanya,neutral
tidakda sejarah alter ego kalah sama onic,negative
evos is back back home,neutral
judol noo,negative
semotidak alter ego juara musim,negative
alter ego bismillah,negative
taruhan mau tidak sini,negative
kok rrq malah main lgi guys bntu jawab tah,negative
admin tidakje chat onic dihapus,negative
penasaran skylar dendam srg,neutral
onic bismilah,negative
alter ego menang pleasee gua bangood tidakmea banget lu menang,negative
banyak karbitan tertawatertawaw,neutral
rrq hari main yah,neutral
alter ego menang gua botak live,negative
diluar arena nobar tidak tu,neutral
admin nya kingdom,negative
evos masuk m series langsung juara lah tim lu tidak pernah,negative
evos is backk home,negative
final,positive
alter ego yuk,negative
alter ego menang tidakpapa tapi gw lebih pengen onic,negative
bingung gua perasaan evos taunt tidak pernah terlalu over dah taunt jutidak paling cuman lambai tantidakn lawan,negative
muka kya tutolong kacang so taruhan,neutral
kasih onic pialanya langsung biar mingood tidakmeu depan m,neutral
apa sih mau lihat komen alter champ sama sonic malah ngomenin tim tidakmasuk,negative
onic onic ionic,positive
ketik rrq lolos m,neutral
pikir terus menuju m,negative
evos is back homee,negative
kingdom allin alterego,negative
evos vs rrq jam malem,neutral
alter ego alter ego kong,negative
m,positive
alter ego juara mah,negative
nunung uye by one fanny fanny lu jelek tertawa,negative
alter ego mainnya rapi banget,positive
rrq nungood tidakmei m kink,negative
admin kongdom jantidakn berisik,negative
shelterin,negative
hidup rrq,neutral
semotidak alter ego hokiu,negative
allin alter ego yokk,negative
satu satu nya indoo broo tim lu pda mana punyaa,neutral
ketik,positive
juta subscriber,positive
siapapun menang tidakpapa penting indo menang m series,positive
tidak pernah taunt katanya tertawatertawa kocak swalow taun lol,neutral
m,positive
diluar nobar tidak bro,negative
onic udah punya tropi mau ntidakpain punya kasi juara baru lah kalian tk bosan onic juara mulu,positive
kapan mulai nih,positive
katauan karbitan,negative
onic nih jt,positive
udah tau lahya bakalan menang siapa,positive
nyebut rrq dsini kon toll kalian semua,neutral
saatnya alter ego mengukir sejarah,positive
komen sampah semua jir,negative
go alter ego go alter ego goo,negative
aku karna skylar speaking head,positive
gua alter ego,negative
alter ego menang pleasee,negative
caper ketik spamm,negative
kasih piala kink onic,neutral
jantidakn kasih kendor onic soalnya prince skylar belum antidakat mpl onic,negative
alter ego onic,negative
rrq jam brapa,positive
alter ego ayo juara jntidakn onic mulu bosen,negative
ea,positive
onic jatah m aja,neutral
info predik skor onik sama alter ego,neutral
mulai jamber,neutral
yeb yeb,negative
h,negative
menang alter ego the real plot twist face green smiling,positive
rrq main litidak dangdut aja,neutral
rrq main m lewat jalur subsidi face with tears of joy face with tears of joy,positive
rrq vs evos malter egon jam malem guys,neutral
fomo,positive
onic alter ego,positive
assalamualaikum final m evos vs rrq,neutral
bismillah onic,positive
percaya tidak juaranya onic tebak score onic alter ego text green tidakme over,negative
ayo alter ego,negative
onic m aja alter ego mpl folded hands,neutral
onic alter egor,neutral
fomo,positive
rrq m latgo,positive
bismilah onic meng,negative
please alter ego juaranya,negative
aku mendukung menang aja,positive
raja dunia kok cuma menanf x mikir cil,negative
bang main byon aja,negative
lh biar seru,positive
rrq apa,negative
kingdom nangis,positive
beras min beras,negative
onic poor mact gua alter ego siapa brni,negative
tertawatertawa,positive
ererqiu main m lewat jalur subsidi face with tears of joy face with tears of joy face with tears of joy,positive
gilaak sanz,positive
alter ego juara biar tidak bosen onic mulu,negative
alter ego,negative
bismillah evos menang,neutral
kingdom tidakusah nonton udah tidakguna orang goa,positive
alter ego onic indo pride,negative
evos mana,negative
alter ego go go goo,negative
astatidak lutpii,negative
ayo bertaruh sama gue onic vs alter ego,negative
mingcun eyes purple crying,positive
evos lol kalah tertawa,negative
alter ego mode anak evos,negative
geloo rrq playoff,neutral
rrq bracket mana,neutral
alter ego mengukirr sejarahh,negative
alter ego mode anak evos,negative
gw petidakng alter ego sini jt,negative
is bak,positive
onic juara onic juara,positive
onic juara ez,neutral
bismillah onic,positive
onic medal yellow first red,neutral
nama gw alter,negative
astagfirullah siapa tuh,negative
yok gua alter ego,negative
btr kemna yah,neutral
kingdom bersama onic alter ego rusuh epos cat,neutral
bilang dunia kink alter ego is bek,negative
onic juara,positive
alter ego black heart red heart white heart,negative
alter ego tidakss bismillahirrahmanirrahim,negative
onic baba yeb grand final rrq apa masuk goa rolling on the floor laughing,neutral
clown face clown face clown face,negative
evos is backk tertawatertawalter egoktertawalter egoktertawalter egokek,neutral
rrq lolos m series,neutral
tidak kerasa dah grand final aja,negative
ayo agus gua onic,negative
nama gue mingcun eyes purple crying,neutral
tertawatertawa,positive
onic por mact,positive
ban lapu tidak dipick xepher,neutral
erereki badut,positive
skip,negative
rrq vs everybody tertawatertawatertawa lemah kalah lawan rrq sendirian,neutral
clown face,negative
onic udh,negative
alter ego menang,negative
alter ego,negative
rrq lolos m series,neutral
mpl sg guys,negative
onic baba yeb grand final rrq apa masuk goa cat with tears of joy,neutral
onic vs alter ego,negative
onic mode badut,neutral
yapping,positive
onic,positive
mingcun pleading face kok kamu jahat sih,negative
rrq vs everybody tertawatertawatertawa lemah kalah lawan rrq sendirian makanya ntidakjak temen buat musuhin rrq,negative
rrq selalu hati,positive
it ss onic time,negative
prediksi gw onic bakal menang tidak,negative
prediksi ku sih onic antidakat piala,negative
i s onic time,neutral
king alter ego,negative
bismillah onic antidakat piala,negative
onic,positive
jt alter ego,negative
yapping face with hand over mouth,positive
lama kalii bahh,negative
coach yeb turun ni kyany,negative
onic coach yeb grand final rrq apa masuk goa cat with tears of joy,neutral
si rrq rrq ntidakpain sih lu tuh dah tidak diajak yee xixixixxi,negative
alter ego gogogo tidak ajak ksowakkaka,negative
alter ego jt pd,negative
onic,positive
alter ego goo,negative
masa final tampilannya tidak spesial,negative
king onic,positive
onic hajar alter ego,positive
onic juara,positive
let go alter ego trophy,neutral
kembalilah xin eyes purple crying,negative
alter ego menang,negative
liat sg mpl tidakda cw tp coach yeb,negative
banyak bacot,negative
onic juara mpl season,neutral
onic coach yeb grand finals rrq apa masuk goa cat with tears of joy,neutral
tplh evos is bakk,neutral
udh tidak lolos playoff tidak punya piala inter kaowokw,neutral
rrq,positive
onic teamm,positive
jantidakn karna nino nangis terus kalian mau dukung alter ego,negative
alter ego ukir sejarah baru,negative
ucok becek,negative
onci,negative
bismillah onic juara allah aminn,positive
gw sih pengen alter ego juara soalnya bosen onic terus,negative
alterchamps champions person surfing,neutral
basah barges,negative
evos kegoa face with tears of joy face with tears of joy suamiq dukung evos kalau aku pastinya dukung onic dong,positive
siapapun juara tetap,positive
sembiring x lubis,neutral
hbs bakal yapping,negative
pleading face xin emang tidak sedih liat rrq sekarang,positive
alter ego pernah menang mpl tidakis,negative
onic menang nih,positive
rrq main kapan bang,positive
rrq ni boss,negative
bo,positive
onic jantidakn juara bosen,negative
kembalilah xin pleading face kingdom membutuhkan mu,neutral
sekalk rrq tetap rrq red heart,neutral
absen player epep,neutral
and wait for the day when the sky will be covered with a visible smoke encompassing all people this is a painful punishment they wil say our lord remove the punishment from us now we are believers,positive
ngood tidakmea ajak,negative
raihan miring,negative
kasi pialanya alter ego allah,neutral
keciri kingdom banyak disini,positive
skylar esport,neutral
ternyata bukan adi bermasaalh tapi player rrq nya,negative
landak kalah,negative
onic go kalahkan alter ego ayam sayur,neutral
tandain gua alter ego menang,negative
gw curitidak alter ego bakal juara,negative
raja setidakla raja,neutral
alamak,negative
juta onic,positive
yokk kasih permainan menetidakntidakan,neutral
kira kira sape juara yah,neutral
lasommuu,negative
alter ego inimah,negative
allah lama,negative
landak,positive
sonic ayam,positive
kink evos is back,neutral
onic fix juara lah,positive
ntidakpin sedih,positive
semantidakt alter ego buktikan player lokal bukan player diremehkan,negative
dm guaa sini guaa onic juta,negative
biar ukir sejarah,positive
dukung alter ego full indo,neutral
pleading face xin,positive
siapapun menang well deservee,positive
tandain gw evos menang menangis,negative
derby el kerung,positive
logo m brp,neutral
letsgoo alter ego,negative
alter ego brni taruhan rumah,negative
go pemain indonesia,neutral
kasihan liat nino gua jutidak ikut nangis loudly crying face,negative
bismillah ayo onic yo juara,positive
m won onic id,negative
pusing lihat,negative
alter ego juara jantidakn onic mulu lag,negative
go go go alter egoo,neutral
xin pleading face,positive
evos is bot,negative
m,positive
alter ego guk guk guk,negative
go alter ego full indo,neutral
evos dukung onic sjaa,positive
harapan gw alter ego si bosen onic mulu,negative
info casternya,negative
yare,positive
yalter egorr,neutral
yareuu,positive
jantidakn kasi onic pemain ph,negative
m pecundang,negative
jam brp mainya,positive
landak kalahh,negative
jam brapa oyy,positive
yareerree,positive
evos go to goa,negative
ilham bude,positive
menuu uara winking face with tongue backhand index pointing up,neutral
goo onic,positive
kasi aja piala nya king rrq,neutral
rrq lolos,positive
dukung aja full indo,positive
bukan jam,negative
bnyk fomo tlph pas jaman echo kmn,neutral
mulai tanding jam brpa min,neutral
udah kasih ajah piala nya king onic,neutral
m bukan,negative
rrq masuk m coy,positive
alter ego all in semestas,negative
dukung alter ego pasif nya nyala,neutral
mpl id maannaa suaaranyaa,neutral
menu,positive
semotidak onic menag lgi,negative
alter ego juaraa,negative
goo alter ego,negative
ivos is bakk,negative
alter ego mah cupu tenang tidakis cuma buat pasif,negative
kalilah alter ego,negative
coach yeb onic apa,negative
anjir boring final,negative
alter ego gok gok gok,negative
what time is it is onic time,positive
menu menu menu,neutral
a,positive
