message_clean,sentimen
lama ni ajugaood tidakme,negatif
lama kali,negatif
onic let s goo,netral
timur jam cokk,netral
m nihh,netral
lama k,negatif
jantidakn beli samsung jelek,negatif
all in alter ego bosen liat onic juara,negatif
sama aja selesai maghriban,negatif
habis isayaa jutidak mainnya,negatif
alter ego onic,negatif
bilang lama minim literasi bjir udah tau waktu mulai nya aja protes,negatif
ko bukan epos,negatif
woilah sejam,negatif
mpl edan mau magrib baru mau main,negatif
pqk pulung alhamdulillah,positif
onic jt nih,netral
lm kmbing,negatif
woi mpl lama kali,negatif
lamaa banget,negatif
masi jam ntidakpain,netral
lol,negatif
info skor,netral
tertawatertawa mampuss,positif
jam dentidakr yapping jir,netral
lama mau ngobrol ngobrol dulu tidak,negatif
kingdom tapi s baru bsa juara mpl rolling on the floor laughing rolling on the floor laughing,positif
ntidakpain buru buru,negatif
lama cuk jelas cari cincin aja ama trophy yah onic lah,negatif
makanya sekolah belajar ngitung jam jantidakn main doang,negatif
cok,positif
lama lebay bngt bnyk acara,negatif
paling engood tidakmeak isayaa main,positif
iklan nya sintidakirin tidak loudly crying face loudly crying face loudly crying face,negatif
lalu biarlah berlalu sekarang lh saatnya evos is bakk langsung tlph kata adeh,netral
info loker,netral
gimmick hadiah,negatif
let s go alter ego,netral
pemenang,positif
alter ego onic boom,negatif
alter ego bismilah,negatif
grand finals rrq sepi tertawatertawa,negatif
onik ayam,negatif
jam njir,negatif
nungood tidakmeu jm anying blm mulai,negatif
muani mas amba nerd face,netral
kalau lama suruh bapa lu bikin acara sendiri,netral
mas cen buntidakuk,negatif
filing ku alter ego beruntung hari,negatif
onik vs auterigo,netral
folded hands,negatif
alter ego menang,negatif
kongdom nangis aja goa sana,negatif
bubar buang kuota mau magrib baru main,negatif
besok mulainya nih,netral
jeje offlen pindah sini,netral
info loker pak,netral
udahlah onic menang cabut kelen,negatif
seru si tapi sorry alter ego piala mpl buat onic,negatif
alter ego m jir lah,negatif
mn,negatif
alter ego go go goo,netral
semotidak rrq menang amin,positif
ptg start,negatif
yohh lamaa,negatif
good tidakme alter ego,negatif
katanya rrq sekarang beli pemain kamboja,netral
menang onic,positif
letsgo onic letsgo alter igo,netral
goonikk,positif
alterego go go,netral
kementidakn tipis,negatif
jam berpa main nya ni,netral
fungsi iklan,netral
udh inimah onic menang,positif
b,positif
oii tidaks laa,negatif
bla bla ble ble blu blu,negatif
dentidakn pd katakan dunia evos is bakk,negatif
ayolaah kasi piala mpl alter ego,negatif
semotidak rrq menang,positif
onic,positif
alter ego kalah,negatif
apasih kongdom cat with tears of joy cat with tears of joy,netral
lokal,negatif
its onic tkme,positif
onic,positif
kaya tlph,negatif
mikin bisir tim mikin binyik pingisik,negatif
langsung bnyk orng fomo dukung onic,netral
main pukul sore,netral
mau menang grand final brp match,netral
kingdom tidak main,positif
benget sia edoy,negatif
alter ego go go goo,netral
albert berat pungood tidakmeung,negatif
semantidakt buat kedua tim kasih perlawanan asik buat tonton,positif
mulai bawa piala karat m,netral
kongdom,positif
apalah,negatif
alter ego goo juaranya,positif
bilang mpl sepi rrq kata menghibur kingdom goa kocak badut rolling on the floor laughing rolling on the floor laughing rolling on the floor laughing,netral
lama beud,negatif
u onic,negatif
onic,positif
bismillah semotidak rrq menang,positif
sekolah batidakiman besok sekolah apa gua betidakdang aja kaliya tapi terlambat ahh strees,negatif
hidup onic time,positif
adu penalti aja,negatif
les go,netral
evos main jam brpa,netral
mseven,positif
bismillah alter ego,netral
gope nih gua king onic,netral
evos punya m,netral
mikin bisir tim mikin binyik pingisik,negatif
go go go alter ego,negatif
onic go go go go,netral
tetap lah rrq jantidakn pindah,netral
apa hp layar smooth mabar makin good pake tidaklaxy s fe dapetin total bonus hingood tidakmea juta pake kode promo mtolongf beli sekarang bit ly sfexmtolong,netral
yy,positif
rrq besok,netral
alter egoo letsgoo,negatif
evos udah juara tlol,positif
prediksi skor,netral
kasih aja piala trophy trophy nya ecvos face with tears of joy,netral
rrq tim cari cuan bukan juara tidakes yaa,negatif
gope nih gua king onic,netral
onic time onic time,netral
grand final brroo,netral
rrq malter egon jam berapa moai,negatif
mau liat nino antidakat piala tolongs semotidak alter ego menang aminn,positif
ppq mana kok tidak,negatif
lama lama lamma,negatif
raised fist red apple m rning sun jantidakn lupa bertekuk lutut tuhan intidaktlah tuhan sesungood tidakmeuhnya tidaklah berpenglihatan layaknya makhluk tuhan ciptakan ketahuilah apa diperdebatkan,negatif
onic lg nih menang,positif
finalnya rrq v evos,netral
ketahuilah jantidaknlah lupa mentidakaji al qur an karna al qur an kamus rumus mengharapkan keridhoan kehidupan person turquoise waving speech,netral
tarohan jt gua onic,negatif
kasih alter ego aja lh boss kasian,negatif
alter ego mengukir sejarah,netral
toll,positif
alter ego landak,negatif
kasih alter ego pialanya onic dh bnyk woii,negatif
ererki tim cari cuan bukan juara tidakes yaa,negatif
go go go onic,positif
dukung alter ego,negatif
evos is back,netral
bismillah onik,positif
ererki malter egon jam bro match,negatif
alter ego juara nih boss,positif
lets go alter ego,netral
navi,netral
rrq main jam malem,netral
penuhi komentar dentidakn alter ego,netral
juta gue alter ego,negatif
alter ego menjadi juara season petidakng omontidakn w,netral
yokk alter ego,negatif
full respect alter ego juara aamiin,positif
alter ego go go home,netral
rrq menungood tidakmeu m,negatif
evos lgi sedih,negatif
go go onik,positif
tidakya banget juta,negatif
ererq tim cari cuan bukan juara tidakes yaa,negatif
gw sonic tapi pengen alter ego juara,positif
lohh jam mau nungood tidakmeu adehh,negatif
rrq jaya jaya jaya,netral
oke dahh,positif
karna udh bosen menang terus winking face with tongue,negatif
dikit,negatif
alter ego skylar pentidakruh buruk,negatif
woww,positif
tertawaw evos is bakk katanya bre,negatif
alter ego mode ngemis piala onic,negatif
evos is turu,negatif
jeeti boss,positif
semantidakt onic,positif
walupun alter ego tidak menang penting alter ego mewakili indonesia m,negatif
vivaa rrq,netral
kingdomm larang liat takut iri face with open eyes and hand over mouth,negatif
kasih aja pialanya king onic,netral
onic masuk goa inimah,negatif
lah,positif
guys ketik buat onic,netral
onic alter ego,negatif
onik menang aduh kebelet ekek,negatif
rrq main jam bfp,netral
katidakk banget bang lewat jalur snbt loudly crying face rolling on the floor laughing,positif
tidaks,negatif
alterego,positif
sana dulu deh oknum,negatif
onic dah banyak pialanya ntidaklah lah sama zero piala,positif
b,positif
goo onic,positif
rrq tetap terbaik,positif
lebih hina bintang,negatif
dewa united,positif
onic final batidakikan real madrid ucl broowe,netral
bo brp guys,netral
season juara baru biar seru,positif
bismillah alter ego champion,netral
karltry ketawain alter ego sama btr pas live,negatif
sumpehh,negatif
ayo dukung alter ego,negatif
onic timee,positif
air air apa ngood tidakmeak lolos play off air air qyu tertawatertawakw,negatif
rrq jam berapa main,netral
dentidakn pd katakan dunia evos is bakk bukan gimana yah tapi malu loh face blue smiling,negatif
bismillah menang yok onic,netral
winking face with tongue,netral
hizumeengood tidakme,negatif
bismillah onic champion,netral
kata gua mah,netral
rrq apalah suruh rinz jadi pembantu gh aja jir,negatif
go go go onic,positif
bissmillah alter ego,negatif
spam,negatif
its onic time onic time,positif
rrq lawan evos jam,netral
lama yapping mulu,negatif
onic gogogo,netral
o,positif
lestgoo onic,netral
skyler mau bwa onic runner up apa juara,netral
alter ego letsgoo alter egoe,negatif
mau taruhan,netral
aja hina rrq padahal timnya jutidak pulang,negatif
alter ego,negatif
evos kalah tidak lolos rrq disalahin tertawakw,negatif
kayak nya,positif
masi lama ege,negatif
cepe dah cepe lu tidak punya mah gw alter ego lu onic,negatif
onic backhand index pointing down winking face with tongue,netral
klip karltzy ketawain tim indo pas alter ego vs btr live,netral
gua kingdom tapi pengen lihat alter ego juara,positif
evos tidak pulang bg evos nungood tidakmeu goa,negatif
come on alter ego,negatif
gua sonic tapi kasih buat alter ego lah biar koh delwyn nanges,negatif
iklas gw klau alter ego juara,positif
semotidak alter ego jadi juara mpl s,positif
cocok buat evos karna udah kali tertawaw,positif
ah msh lama,negatif
minimal full indo cil,netral
lama mpl,negatif
hemm,negatif
btr downcast face with sweat,netral
stop normalisasikan antidaka,negatif
sangihe onic,netral
apa spam kelen jutidak udh pulang goa,negatif
sayonara,positif
karbitan merajalela,negatif
rrq tidak undang m,netral
mabar ayo gua goldlane,negatif
alter ego badut mpl,negatif
ayo bang taruhan yok mumpung belum main gw metidakng alter ego,negatif
tar kesini msh lama,negatif
onic sllu hati,positif
solo kill,negatif
percaya lah onic sprti evos m juara lalu bnyk pensiun,positif
onik mah juaranya,positif
ayo mabar,positif
fans onic siapa menang respec penting bawa m,netral
letss goo onic,positif
onic udh jelas,netral
let s goo alter ego,negatif
onic juara berkali kali karna ph nya coba full indo jadi ampass,positif
onic,positif
good tidakme alter ego onic,positif
onic sepele,negatif
alter egoe,negatif
udh jls sonic mah klw main lettidakme kalah,negatif
kok rrq masuk goa squinting face with tongue rolling on the floor laughing,netral
undur terus ampe lebarann,netral
ngespam bocil doang kebelet tenar,negatif
onic masuk goa,negatif
m tidaktidakl ply,positif
goo onikk,negatif
habibat asli rrq g upss,negatif
rrq mode jalur undantidakn mentidakcak acak tim ph camkan smiling face with horns,netral
alter ego positive,negatif
main jam lame,negatif
goa goa,positif
mimpii,negatif
caperr,negatif
kingdom dilarang nonton sakit hati,negatif
fans onic siapa menang respec penting bawa m,netral
yuk alter ego,negatif
tertawa tidak sadar brapa kali,negatif
ppq,positif
letssgoo onic alter ego kalahh,negatif
well well well,positif
bawa r indonesia loudly crying face loudly crying face,netral
ererq mpl champion m,netral
evos isbek,negatif
hijume on fire sekarang,netral
woyy blm mulai kann yaa,negatif
alter ego kalah,negatif
yareu,positif
bawa m ka indonesia memang m nya,positif
kebanyakan iklan acra tidak penting mpl org cmn mau nnton pertandintidaknny bdok,negatif
yare,negatif
menuu uara,negatif
evos jam brpa,netral
raja langit juara tidak kyk raja lokal,negatif
tim masuk goa rapat,netral
rrq tim terbaik indonesia,positif
yareu mukbang rrq,netral
sapa menang lawan rrq final of final,positif
rrq jam brpa,netral
yukk tidakass tidakme,negatif
evos main jam brp btw,netral
alter ego gogogoo,netral
m juara bawa pialanya indoesia tolongs,positif
rrq udh nungood tidakmeu m,netral
onic defending champion,netral
lama anjii,negatif
bilang fkk,netral
rrq main fun match,netral
menuu juara face blue smiling,positif
rrq jam berapa main rolling on the floor laughing,netral
tetep aja viral hesteg,negatif
tidak rrq tidak makan,negatif
rrq jam brp,netral
eposs,positif
gua dukung alter ego,negatif
all in onic moai,positif
eposs goo goo,positif
m hidup tertawa,positif
onik vs krocoo,netral
evos jam brp main,netral
mending mancing roblox nungood tidakmeu,positif
rrq skarenag sekelas rebelion,positif
onic mah menang fix,positif
face blue spam shape,negatif
rrq beras,netral
kuncinya jantidakn lepas lapu lapu buat onic bkalan jadi badut tu onic,negatif
eh buset,negatif
epos is bakhh,negatif
alamak nungood tidakmeu,negatif
jam,netral
sekali evos is back tertawatertawa,netral
rrq udh nungood tidakmeu super grand final,netral
alter egoo mana suaranya,negatif
bawa pialanya indonesia tolongs jng kecewain yah,negatif
siapa kitee,negatif
epos isbak,negatif
santapan ph,positif
skylar beban,negatif
bismillahirrahmanirrahim onic juara,positif
volcano green lava orange,netral
msh lama,negatif
emg rrq jualan beras cat with tears of joy,netral
backhand index pointing down squinting face with tongue backhand index pointing up,netral
evos is bakk kokop mic,negatif
is back,positif
lesgioo,netral
eeppoossass iss baakk,positif
eposh esbakhh,positif
aw,positif
al in alter ego,negatif
grand final langsung ntidakntidakat piala bang,netral
koh delwyn nonton stage,netral
epis ez back,netral
koh delwyn blm live,netral
mau onic alter ego pokoknya indo usahakan bw piala m,netral
epos is back goa,positif
jam lgi,netral
rrq ap,negatif
masa lawan chicken,negatif
bocil bocil komen,negatif
alter ego juara kayanya,positif
langsung,positif
koh delwyn g live,netral
allah menantidakan alterego,positif
sekali msuk m series tpi lgsg juara evos kelass tidak tuhh face with tears of joy,positif
rrq ko tidak masuk tertawatertawa,negatif
epos es baakk,negatif
epos bakhh goa,positif
poke,positif
alter ego mode serius jangn main,negatif
evos kok tidak masuk,negatif
takut ha akunnya hilang lgi,negatif
m yareuu,positif
ez back cat orange whistling,netral
epos bakk,negatif
al in onik,negatif
egpos isbakk,negatif
evos rrq,netral
bismillah go go onic palms up together,netral
evos kok jadi badut,negatif
by one id,netral
balik lg nnt,netral
dukung onic kumpul,netral
evos back,negatif
epos kontlo,negatif
gwe mau liat ko delwyn nangiss go alter ego go hhahahahahaha,negatif
mau masuk m mimpi vos,netral
cepet babget final nya bowok,positif
epos isbakk,negatif
onic juaraa,positif
udah rb aja nonton,netral
apasi bawa bawa rrq,negatif
onic behaa,positif
mainnya malam mah grinning face with sweat,netral
rrq kapan main bang,netral
yoo onic siap juara menantidakan m lesgoo onic,netral
alter ego menang nihh,negatif
grand final langsung ntidakntidakat piala,netral
by one cok id gw,netral
onic menang,positif
mana skin grager m nya pos hero kok granger only,negatif
tuhan yesus semotidak alter ego menang amin folded hands,positif
hujan guys,negatif
rrq mobile legendsu kena butuh beraskah,netral
borrq,negatif
jt gue alterego,negatif
onic lahh,negatif
viva onic,netral
lama jembot,negatif
tebak sekor,negatif
ascchanell jt doank yauda tidakpapa gw alter ego tidakss,negatif
hujan,negatif
bocil epos ramein predator dong evos valo mau mulai ni,netral
lama jumpboat,negatif
semua spam tlph,negatif
bismillah ererqi,netral
onic,positif
sepi kali wee moai,negatif
ayuh onic tunjukkan taringmu juara go onic,positif
yok jt gw alter ego,negatif
onic lokal,positif
evos,positif
alter ego juaraa kayanyaa,positif
nanya jam berapa main jam,netral
alter ego juara tahun,netral
tandain gua kalah alter ego,negatif
halo tidakess,negatif
weh m ges,negatif
rrq menang beaming face with smiling eyes,netral
ayo rank match,netral
metidakng alter ego kirim sosmed,negatif
onic menangood tidakme,negatif
alter ego go go go,netral
ad,positif
rrq malter egon jam berapa,negatif
prr,netral
gua mm,netral
jam main kya nya,netral
predator tidakming indo dulu evos mau mainn,netral
juara baru alter ego,positif
buat onic ntidaklah kasih piala mpl buat alter ego kalian piala m aja,negatif
inpo rank,netral
alter ego juara st place medal amiin,positif
mau manapun juara mpl tetep ph juara m,positif
rrq main jam barapa,netral
geta aja bintangnya enam masa onic cuma satu clown face,negatif
rrq main tentidakh malem tungood tidakmeuin aja,negatif
evos main jam brp,netral
pengen lihat juara baru alteregoo,positif
sok sok an taruhann kok sini cuma tulisan doang jt jt tulisann doang,negatif
alter ego juara trophy,netral
super biji badag,positif
kiboy kalau serius hero nya apa,negatif
jam limakk,netral
gw alter ego seribu lawan,negatif
yok alter ego bawa piala mpl onic bawa piala m,netral
rrq raja kok tidak lolos play off huahahaha,negatif
hem,positif
rrq main dalem goa,netral
layla bini ge jir,negatif
main nya jam berapa,netral
lamaa oii,negatif
evos cm jadi badut,negatif
semotidak alter ego,negatif
kok tidak awl,negatif
evos jam brp,netral
kingdom mana suaranyaa,negatif
onic badut,negatif
goo onic,positif
evos jam brpa,netral
evos kok ngebadut,negatif
geta aja bintangnya enam masa onic cuma satu ucapan salah satu clown face,negatif
kingdom tidak ajak,negatif
kak awl mana,negatif
onic juara gw tidur nyenyak,positif
alter ego sii,negatif
rrq djuara,netral
lamanyo moai,negatif
alter ego juara gua jalan tidak pake baju jam siang,negatif
aduhh bacotnya,negatif
dentidakn kesadaran penuh hatiku tetap sama onic onic onic,positif
letsgo liquid,netral
inpo nomor hk,netral
rrq kpn main,netral
banyak omong,negatif
jt buat onic semotidak menang,positif
tertawa kingdom keluar goa buat yaping evos kalah doang face with tears of joy face with tears of joy face with tears of joy,negatif
onic menang gua kayang,positif
lestgo liquid,positif
evos kok badut,negatif
komen banyak kongdom sakit hati,negatif
goo rrq,positif
guys tau saluran wa mobile legendsbb ditutup,netral
love you gesture backhand index pointing down,positif
go go bude,positif
kecewa onic,negatif
epos juara,positif
ayo alter ego reput piala mpl,netral
yok alter ego sonic internasional thumbs up,netral
onic runner up,positif
onic menang,positif
evos cbg cuma granger,netral
raja badut,negatif
taruhan sini mau tidak,negatif
tes kesabaran admin,positif
alter egoo,negatif
rrq raja setidakla raja ngood tidakmek sih,negatif
lama kuota gua keburu abis,negatif
lets goo barcelona,netral
permalukan oninc,negatif
onic mode grand final ngeri,negatif
rrq no conter,netral
pulang kaan onic,negatif
saluran mobile legendsbb wa tutup woy,netral
onic juara aminn,positif
rrq kapn main,netral
alter egoe,negatif
alter ego juara besok gua masuk kerja,negatif
alter ego go go go go,netral
gw alter ego,negatif
lah onic lu piala dah banyak kasih dong alter ego aja,negatif
good tidakme epos,positif
lunox anak gs,positif
alter ego,negatif
jadwal evos kapan,netral
ucok lubis barges,negatif
lestgo alter ego,negatif
gilaa sanz,negatif
belum mulai ternyata maklum baru nonton rrq valoran antidakat piala,netral
lama,negatif
goo oniic,positif
epos ikut masuk goa,netral
semotidak alter ego mengukir sejarrah,positif
evoss manaa bangood tidakme,negatif
kok sepi yah,negatif
badut,negatif
tidakndeng lah,positif
tidaktidakl m ahh evos,negatif
alter ego mengukir sejarah,netral
ayo onic bikin nino nangis tertawatertawa,positif
sholat dulu,netral
epos kpn main,negatif
cuma indo grand final lama lamain semua indo ntidakretin kocak,negatif
slesai tuh onic,positif
gelo layla,positif
onic time ficks,netral
let s go alter ego bren,netral
sama goa tidakusah debat tertawatertawa,positif
alter ego juara gue uninstall tidakme beaming face with smiling eyes,netral
animasi keren,positif
rrq kan rajanya jadi suka suka mau lolos tidak beaming face with smiling eyes,positif
biasakan memangood tidakmeil rinz dentidakn sebutan king,negatif
spam ntidakpain cil masuk goa jutidak nya,negatif
gua evos fams dukung alter ego hand pink waving,netral
kok kalah sih layla pleading face sama alfa,negatif
onic bismillah,positif
biasakan memangood tidakmeil rinz dentidakn sebutan king,negatif
alter egoo go go goo,netral
yok yok,netral
kapan final evos vs rrq,netral
lamo,negatif
petidakng perkataan gw alter ego ntidakntidakat pialanya,negatif
gua rrq dukung onic,netral
berikan terbaik alter ego kudukung selalu semotidak menang,positif
oonniicc,negatif
alter ego onic,negatif
kalau prediksi ku menang alter ego,negatif
evos dukung alter ego tandanya tidak terima tertawatertawa,negatif
welcam tuh epos ribzz,positif
buja g,negatif
ayo onic,netral
jam kli,netral
go go go alter ego,negatif
piks onic menangood tidakme,negatif
rrq kapan main bang gw mau liat rrq juara malam hari bismillah,netral
alter ego kalah,negatif
ppk,netral
tidaks alter ego salam dri evos semotidak juara baruu aminn,positif
onic kalh gw push up kali tertawatertawa,negatif
gogogogogoogogogoalterego,negatif
onic afk aja siksa,negatif
rrq goo,netral
bismillah alter ego juara jantidakn onic mobile legendsu bosen jijik gua tertawaw,negatif
welcom tuh onic rinzz mahall,negatif
mampus egood tidakmepos kalah tertawaktertawaw,negatif
alter ego lose,negatif
tidak level spam cil balik goa jutidak,negatif
alter ego siap kalah lawan king onic,negatif
rrq juaraa,positif
saatnyabalas dendam,negatif
alter ego siap mentidakcak acak sonic,netral
rrq kapan main bang gw mau liat rrq juara hari bismillah yuk temen,netral
mcgood tidakme serius turnamen,negatif
bnn,netral
onic,positif
alter ego menang gua kayang,negatif
req main jam berapa,netral
welcome to onic rinz,netral
udh intinya tidak rrq tidak evos sama badut mending diem,negatif
siapapun juaranya bawa pulang m indonesia,positif
gue onic tapi alter ego,negatif
pikir cr,negatif
all in alter ego nino bukan pens,negatif
rrq main jam yah adik adik,netral
uzb text green tidakme over,positif
alter ego go,netral
oniq kalah gua live colmek,negatif
ayos alter ego muak juara nya onic evos rrq aja paling liquid s,negatif
woi sapa gua dong ges,negatif
winking face with tongue backhand index pointing up,netral
hejin jahat sama mingcun,negatif
udah gf,positif
langsung aja kasih king onic pialanya,netral
tidakda sejarah alter ego kalah sama onic,negatif
evos is back back home,netral
judol noo,negatif
semotidak alter ego juara musim,negatif
alter ego bismillah,netral
taruhan mau tidak sini,negatif
kok rrq malah main lgi guys bntu jawab tah,negatif
admin tidakje chat onic dihapus,netral
penasaran skylar dendam srg,positif
onic bismilah,netral
alter ego menang pleasee gua bangood tidakmea banget lu menang,negatif
banyak karbitan tertawatertawaw,negatif
rrq hari main yah,netral
alter ego menang gua botak live,negatif
diluar arena nobar tidak tu,netral
admin nya kingdom,netral
evos masuk m series langsung juara lah tim lu tidak pernah,positif
evos is backk home,netral
final,positif
alter ego yuk,netral
alter ego menang tidakpapa tapi gw lebih pengen onic,negatif
bingung gua perasaan evos taunt tidak pernah terlalu over dah taunt jutidak paling cuman lambai tantidakn lawan,negatif
muka kya tutolong kacang so taruhan,negatif
kasih onic pialanya langsung biar mingood tidakmeu depan m,netral
apa sih mau lihat komen alter champ sama sonic malah ngomenin tim tidakmasuk,negatif
onic onic ionic,netral
ketik rrq lolos m,netral
pikir terus menuju m,negatif
evos is back homee,netral
kingdom allin alterego,netral
evos vs rrq jam malem,netral
alter ego alter ego kong,negatif
m,netral
alter ego juara mah,positif
nunung uye by one fanny fanny lu jelek tertawa,negatif
alter ego mainnya rapi banget,positif
rrq nungood tidakmei m kink,negatif
admin kongdom jantidakn berisik,negatif
shelterin,positif
hidup rrq,positif
semotidak alter ego hokiu,negatif
allin alter ego yokk,negatif
satu satu nya indoo broo tim lu pda mana punyaa,netral
ketik,netral
juta subscriber,positif
siapapun menang tidakpapa penting indo menang m series,positif
tidak pernah taunt katanya tertawatertawa kocak swalow taun lol,negatif
m,netral
diluar nobar tidak bro,netral
onic udah punya tropi mau ntidakpain punya kasi juara baru lah kalian tk bosan onic juara mulu,negatif
kapan mulai nih,netral
katauan karbitan,negatif
onic nih jt,netral
udah tau lahya bakalan menang siapa,positif
nyebut rrq dsini kon toll kalian semua,negatif
saatnya alter ego mengukir sejarah,netral
komen sampah semua jir,negatif
go alter ego go alter ego goo,netral
aku karna skylar speaking head,netral
gua alter ego,negatif
alter ego menang pleasee,negatif
caper ketik spamm,negatif
kasih piala kink onic,netral
jantidakn kasih kendor onic soalnya prince skylar belum antidakat mpl onic,netral
alter ego onic,negatif
rrq jam brapa,netral
alter ego ayo juara jntidakn onic mulu bosen,negatif
ea,positif
onic jatah m aja,netral
info predik skor onik sama alter ego,netral
mulai jamber,negatif
yeb yeb,negatif
h,positif
menang alter ego the real plot twist face green smiling,netral
rrq main litidak dangdut aja,netral
rrq main m lewat jalur subsidi face with tears of joy face with tears of joy,netral
rrq vs evos malter egon jam malem guys,netral
fomo,positif
onic alter ego,negatif
assalamualaikum final m evos vs rrq,netral
bismillah onic,netral
percaya tidak juaranya onic tebak score onic alter ego text green tidakme over,positif
ayo alter ego,negatif
onic m aja alter ego mpl folded hands,netral
onic alter egor,netral
fomo,positif
rrq m latgo,netral
bismilah onic meng,positif
please alter ego juaranya,negatif
aku mendukung menang aja,positif
raja dunia kok cuma menanf x mikir cil,negatif
bang main byon aja,netral
lh biar seru,positif
rrq apa,negatif
kingdom nangis,negatif
beras min beras,netral
onic poor mact gua alter ego siapa brni,negatif
tertawatertawa,positif
ererqiu main m lewat jalur subsidi face with tears of joy face with tears of joy face with tears of joy,netral
gilaak sanz,negatif
alter ego juara biar tidak bosen onic mulu,positif
alter ego,negatif
bismillah evos menang,positif
kingdom tidakusah nonton udah tidakguna orang goa,negatif
alter ego onic indo pride,netral
evos mana,negatif
alter ego go go goo,netral
astatidak lutpii,negatif
ayo bertaruh sama gue onic vs alter ego,netral
mingcun eyes purple crying,netral
evos lol kalah tertawa,negatif
alter ego mode anak evos,netral
geloo rrq playoff,netral
rrq bracket mana,negatif
alter ego mengukirr sejarahh,negatif
alter ego mode anak evos,netral
gw petidakng alter ego sini jt,negatif
is bak,negatif
onic juara onic juara,positif
onic juara ez,positif
bismillah onic,netral
onic medal yellow first red,netral
nama gw alter,netral
astagfirullah siapa tuh,negatif
yok gua alter ego,negatif
btr kemna yah,netral
kingdom bersama onic alter ego rusuh epos cat,netral
bilang dunia kink alter ego is bek,negatif
onic juara,positif
alter ego black heart red heart white heart,netral
alter ego tidakss bismillahirrahmanirrahim,negatif
onic baba yeb grand final rrq apa masuk goa rolling on the floor laughing,netral
clown face clown face clown face,netral
evos is backk tertawatertawalter egoktertawalter egoktertawalter egokek,negatif
rrq lolos m series,netral
tidak kerasa dah grand final aja,positif
ayo agus gua onic,netral
nama gue mingcun eyes purple crying,netral
tertawatertawa,positif
onic por mact,netral
ban lapu tidak dipick xepher,negatif
erereki badut,negatif
skip,negatif
rrq vs everybody tertawatertawatertawa lemah kalah lawan rrq sendirian,negatif
clown face,positif
onic udh,positif
alter ego menang,negatif
alter ego,negatif
rrq lolos m series,netral
mpl sg guys,netral
onic baba yeb grand final rrq apa masuk goa cat with tears of joy,netral
onic vs alter ego,netral
onic mode badut,negatif
yapping,positif
onic,positif
mingcun pleading face kok kamu jahat sih,negatif
rrq vs everybody tertawatertawatertawa lemah kalah lawan rrq sendirian makanya ntidakjak temen buat musuhin rrq,negatif
rrq selalu hati,positif
it ss onic time,positif
prediksi gw onic bakal menang tidak,netral
prediksi ku sih onic antidakat piala,netral
i s onic time,positif
king alter ego,negatif
bismillah onic antidakat piala,netral
onic,positif
jt alter ego,negatif
yapping face with hand over mouth,netral
lama kalii bahh,negatif
coach yeb turun ni kyany,netral
onic coach yeb grand final rrq apa masuk goa cat with tears of joy,netral
si rrq rrq ntidakpain sih lu tuh dah tidak diajak yee xixixixxi,negatif
alter ego gogogo tidak ajak ksowakkaka,negatif
alter ego jt pd,negatif
onic,positif
alter ego goo,negatif
masa final tampilannya tidak spesial,negatif
king onic,positif
onic hajar alter ego,negatif
onic juara,positif
let go alter ego trophy,netral
kembalilah xin eyes purple crying,netral
alter ego menang,negatif
liat sg mpl tidakda cw tp coach yeb,positif
banyak bacot,negatif
onic juara mpl season,netral
onic coach yeb grand finals rrq apa masuk goa cat with tears of joy,netral
tplh evos is bakk,negatif
udh tidak lolos playoff tidak punya piala inter kaowokw,negatif
rrq,netral
onic teamm,netral
jantidakn karna nino nangis terus kalian mau dukung alter ego,negatif
alter ego ukir sejarah baru,netral
ucok becek,negatif
onci,positif
bismillah onic juara allah aminn,positif
gw sih pengen alter ego juara soalnya bosen onic terus,positif
alterchamps champions person surfing,netral
basah barges,negatif
evos kegoa face with tears of joy face with tears of joy suamiq dukung evos kalau aku pastinya dukung onic dong,positif
siapapun juara tetap,positif
sembiring x lubis,netral
hbs bakal yapping,netral
pleading face xin emang tidak sedih liat rrq sekarang,positif
alter ego pernah menang mpl tidakis,negatif
onic menang nih,positif
rrq main kapan bang,netral
rrq ni boss,netral
bo,negatif
onic jantidakn juara bosen,positif
kembalilah xin pleading face kingdom membutuhkan mu,netral
sekalk rrq tetap rrq red heart,netral
absen player epep,negatif
and wait for the day when the sky will be covered with a visible smoke encompassing all people this is a painful punishment they wil say our lord remove the punishment from us now we are believers,netral
ngood tidakmea ajak,negatif
raihan miring,negatif
kasi pialanya alter ego allah,negatif
keciri kingdom banyak disini,netral
skylar esport,netral
ternyata bukan adi bermasaalh tapi player rrq nya,negatif
landak kalah,negatif
onic go kalahkan alter ego ayam sayur,netral
tandain gua alter ego menang,negatif
gw curitidak alter ego bakal juara,positif
raja setidakla raja,positif
alamak,positif
juta onic,negatif
yokk kasih permainan menetidakntidakan,netral
kira kira sape juara yah,positif
lasommuu,negatif
alter ego inimah,negatif
allah lama,negatif
landak,negatif
sonic ayam,netral
kink evos is back,netral
onic fix juara lah,positif
ntidakpin sedih,negatif
semantidakt alter ego buktikan player lokal bukan player diremehkan,positif
dm guaa sini guaa onic juta,netral
biar ukir sejarah,positif
dukung alter ego full indo,netral
pleading face xin,netral
siapapun menang well deservee,positif
tandain gw evos menang menangis,negatif
derby el kerung,netral
logo m brp,netral
letsgoo alter ego,negatif
alter ego brni taruhan rumah,netral
go pemain indonesia,netral
